,PHIL150,CS107,CS161,MATH205A,MATH171,EE102A,STATS116,STATS60,STATS110,CS106A,BIOE41,ECON51,ECON102A,EE222,CHEM31X,CHEM33,CHEM171,PHIL151,MATH131P,MATH52,MATH53,MATH173,PHYSICS43,CHEMENG181,CS193A,CS147,CS193P,PHIL80,CEE166A,MATH51,EE101B,CHEM135,CHEM131,CHEM35,CHEM173,CS106X,CS106B,MATH51H,MATH115,EE108,MATH147,MATH148,MATH143,MATH120,MATH146,MATH121,ENGR105,CME100,ENGR154,ECON102B,ENGR15,CS221,CS124,CS110,EE101A,ME131A,ENGR30,ME70,CME104,CME106,CME102,EE42,MS&E125,MS&E120,ENGR40M,ENGR40,ECON50,PHYSICS63,LINGUIST180,CS224N,CS157,CS224S,LINGUIST130A,LINGUIST130B,MS&E220,PSYCH1,LINGUIST1,MS&E245A,MS&E145,MS&E245G,CHEM181,ECON52,PHYSICS65,PHYSICS120,PHYSICS70,ME161,EE263,ME203,ME115B,ME115A,EE261,EE178,CEE181,CEE182,CEE180,CHEMENG100,HUMBIO3B,CS142,PSYCH60,PSYCH146,ME112,ME80,ME101,CS109,CS145,CHEMENG120A,CHEMENG120B,PHYSICS130,PHYSICS121,CHEM151,EE102B,ME216A,PHYSICS110,MATH42,MATH41,CHEM31A,PHYSICS41,CS103,PHYSICS105,CS248,CS210A,ENGR14,CHEMENG110,PHYSICS107,MATH19,MATH21,MATH20,MS&E111,ENERGY102,ENERGY101,CS229,PHYSICS61,ECON1,BIO42,BIO41,LINGUIST120,PHYSICS112,STATS141,MATH109,MATH113,ME216B,BIO43,BIO101,HUMBIO2A,CS148,STATS200,CEE101A,MATH104,PHYSICS170,ENGR20,CHEMENG20,PHYSICS45,EE65,CS140,CS131,PHYSICS131,PHYSICS230,EE114,EE214A,MATH52H,EE122A,CS108,PHYSICS41A
ECON157,,,,,,,,,,,,3.709495659098783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON159,,,,,,,,,,,,1.2730652526797768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5877259860399526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON102B,,,,,,,,,,,,,1.955775178925475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECON137,,,,,,,,,,,,,1.2621357601036596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8334977746454146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS&E245G,,,,,,,,,,,,,11.029624623532147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6375773256319288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE223,,,,,,,,,,,,,,10.195046547158373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMENG162,,,,,,,,,,,,,,,12.80924628003598,1.9941357564906628,0.8101093418697404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMENG160,,,,,,,,,,,,,,,16.688493938550135,1.9186899829064774,0.09016682291993774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO41,,,,,,,,,,,,,,,1.4774878313282274,,,,,,,,,,,,,,,,,,,1.6913859813386074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4450737092647752,-0.7955822244939336,,,,,,,,,,0.8669713050230989,0.45189805748190875,-0.9125976844174883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOE41,,,,,,,,,,,,,,,15.228278487963394,,,,,,,,,,,,,,,2.3854472238336126,,,,,,,,,,,,,,,,,,1.0314412515185862,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.76778891779015,-0.15557895842135575,1.6422237941129276,15.152788558858214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEM135,,,,,,,,,,,,,,,1.8246631332809184,1.8761903929703445,,,,,,,,,,,,,,,,,,0.5171749726671292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5913328288205122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO43,,,,,,,,,,,,,,,2.0789095002749445,,,,,,,,,,,,,,,,,,,36.150611932455135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3168656767326109,0.8024198866493413,,,,,,,,,,-0.20346860267533565,16.643891180875233,-16.194266276440644,,,,,,,0.4508585510471177,1.192471374309651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO42,,,,,,,,,,,,,,,1.2273354289702658,,,,,,,,,,,,,,,,,,,1.2982489366055796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.381243560073999,-0.7727964931032865,,,,,,,,,,-0.7663032668569606,15.523048446081843,-15.143905934656516,,,,,,,,2.074382630488893,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEM33,,,,,,,,,,,,,,,2.10192160910282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1166008535088183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMENG181,,,,,,,,,,,,,,,,1.6794824021461165,3.130500684836254,,,,,,,,,,,,,,,2.298714899139161,0.47342428622268523,0.03277672891448867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEM181,,,,,,,,,,,,,,,,-0.4504324254924079,2.296916328116338,,,,,,,,,,,,,,,0.9331566094330183,0.9550132900862264,1.6693607025165953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO188,,,,,,,,,,,,,,,,-0.1351937982443537,37.24406181870265,,,,,,,,,,,,,,,17.44148539976509,2.0775229997277083,1.1116940899967664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMENG174,,,,,,,,,,,,,,,,13.530590198519379,,,,,,,,24.36604889628891,,,,,,,,,,-12.83742844439024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEM35,,,,,,,,,,,,,,,,2.479624168645923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEM175,,,,,,,,,,,,,,,,,2.7901094642287987,,,,,,,,,,,,,,,,,,2.099789269470013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEM185,,,,,,,,,,,,,,,,,3.3072142278257908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7728129048152678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMENG110,,,,,,,,,,,,,,,,,3.6109151342268544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEM151,,,,,,,,,,,,,,,,,0.5361772704145846,,,,,,,,,,,,,,,,,2.07334854493855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEM173,,,,,,,,,,,,,,,,,1.686219975255119,,,,1.9028747626813438,,-0.34891062005159795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6067410591344359,,1.490496170598948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24667425025245573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL152,,,,,,,,,,,,,,,,,,-10.94797790711381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHYSICS120,,,,,,,,,,,,,,,,,,,0.7394264388770231,0.5382403980141586,0.38841799317095127,0.0,-1.4623024668115565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHYSICS130,,,,,,,,,,,,,,,,,,,2.277398211466199,,,1.1431142648114736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.391959332201258,-0.18853667320711695,-0.3529992629959279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHYSICS121,,,,,,,,,,,,,,,,,,,0.7386109760059028,,,15.513575040108385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHYSICS131,,,,,,,,,,,,,,,,,,,-0.6239675747154336,,,-0.6277681460474043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3092260367183945,,,,,,,,,,,,,,,,,,,,,,,,2.6813721382169224,0.7049010468333672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHYSICS110,,,,,,,,,,,,,,,,,,,0.7670721185505258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9637153528768259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12358883385023912,,,,,,,,,,,,,,,,,,,,,,,,,,
CME106,,,,,,,,,,,,,,,,,,,,0.9337604403383944,,,,,,,,,,1.5502860843060728,,,,,,,,,,,,,,,,,,1.6661514023795365,0.6718471920025271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATH104,,,,,,,,,,,,,,,,,,,,0.22410725369660145,0.8250088472546744,,,,,,,,,1.1276092186215234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STATS116,,,,,,,,,,,,,,,,,,,,0.8743358669604337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHYSICS63,,,,,,,,,,,,,,,,,,,,-0.52953252645667,,,,,,,,,,0.12780577927094552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.698315186653976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE222,,,,,,,,,,,,,,,,,,,,-28.147447490178347,39.758662863219044,,-0.13130052750083673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.344375911585658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.632110629769542,1.5187155191221697,,,,,,,,,,
MATH146,,,,,,,,,,,,,,,,,,,,1.0115981846394493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3862993742631324,,,
PHYSICS43,,,,,,,,,,,,,,,,,,,,1.961646993286938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.101339408833789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.087463633875569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHYSICS113,,,,,,,,,,,,,,,,,,,,,0.6322412335888548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE102A,,,,,,,,,,,,,,,,,,,,,1.8004967769002105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.505375373750901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME161,,,,,,,,,,,,,,,,,,,,,1.4305067106622251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6473767791825764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHYSICS65,,,,,,,,,,,,,,,,,,,,,0.9295350635905422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0777790858113923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4438769791264374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATH131P,,,,,,,,,,,,,,,,,,,,,1.1778161572652952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMENG100,,,,,,,,,,,,,,,,,,,,,1.0949028742707199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9337165800382898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.274044615245969,0.8040347357200488,,,,,,,,,,,,
PHYSICS105,,,,,,,,,,,,,,,,,,,,,,,1.221991211888492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.718427622476053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMENG150,,,,,,,,,,,,,,,,,,,,,,,,2.2323183210733952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMENG185A,,,,,,,,,,,,,,,,,,,,,,,,10.651021747607373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.711385726967425,0.9007731283591575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS377U,,,,,,,,,,,,,,,,,,,,,,,,,13.771942256181209,0.4547811519480596,-2.852527336290257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS247,,,,,,,,,,,,,,,,,,,,,,,,,,1.0332143396105764,,,,,,,,,,,0.7132107716198521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007472558314705887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS448B,,,,,,,,,,,,,,,,,,,,,,,,,,0.8818587129820812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4072350165634417,,,,,,,,,,,,,,,,,,
CS194H,,,,,,,,,,,,,,,,,,,,,,,,,,3.0349541841391052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL186,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.068051720914912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL187,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.146305364372997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL184,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.138383055589421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIL181,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43285245813197815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEE166B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6093599812102057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATH107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34937089120267506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS&E120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03335719716588,,,,,,,,,,,,,,,,,,1.4605218417591732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS&E211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2422814291411255,,,,,,,,,,,,,,,,,,-0.4713306040925933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHYSICS61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11024933519017047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS&E145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4067931330597712,,,,,,,,,,,,,,,,,,1.7094231647055156,,,,,,,,,,,,,,,,1.8062026562391447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20931775218517662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATH108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10536039279472702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
